state_data,loc_1,loc_2,loc_3,loc_4,loc_5,loc_6,loc_7,loc_8,loc_9,loc_10,loc_11,loc_12,pAVG,pSTD
stand,16,17,911,17,17,17,791,16,16,17,17,17,155.8,325.8
stand,17,17,898,17,17,17,873,17,17,16,17,17,161.7,338.1
stand,0,0,461,565,0,0,189,905,0,0,0,0,176.7,303.3
stand,9,9,10,667,9,9,85,887,8,9,8,7,143.1,300.6
stand,17,17,17,882,16,17,17,919,16,17,17,17,164.1,344.1
stand,16,17,17,887,17,17,17,910,17,17,17,17,163.8,343.2
stand,0,0,0,888,0,0,0,912,0,0,0,0,150.0,350.4
stand,9,9,10,891,9,9,9,919,5,9,9,10,158.2,348.9
stand,17,17,17,906,17,17,17,919,17,17,17,17,166.3,348.6
stand,17,16,17,917,16,17,17,915,17,16,17,17,166.6,350.1
stand,0,0,0,913,0,0,0,918,0,0,0,0,152.6,356.4
stand,8,9,9,901,9,9,9,922,7,9,9,10,159.3,351.4
stand,16,17,17,909,17,16,17,923,17,16,17,17,166.6,350.1
stand,16,17,17,917,16,17,17,925,17,17,17,17,167.5,352.0
stand,0,0,0,913,0,0,0,924,0,0,0,0,153.1,357.5
stand,8,9,9,913,5,9,9,923,7,9,9,9,159.9,354.1
stand,17,17,17,914,17,17,17,925,16,17,17,17,167.3,351.3
stand,16,17,17,915,16,17,17,926,16,17,17,17,167.3,351.8
stand,0,0,0,911,0,0,0,925,0,0,0,0,153.0,357.3
stand,8,9,10,932,9,9,9,887,5,9,9,10,158.8,350.8
stand,16,16,17,946,17,17,17,724,16,17,17,17,153.1,322.0
stand,16,17,16,868,17,17,17,849,17,16,17,17,157.0,327.7
stand,0,0,0,900,0,0,0,792,0,0,0,0,141.0,330.1
stand,9,9,10,938,9,9,9,6,6,9,9,9,86.0,268.3
stand,16,17,16,923,17,16,17,694,17,17,16,17,148.6,312.1
stand,16,17,17,931,17,17,17,368,17,17,17,17,122.3,273.9
stand,0,0,0,908,0,0,0,709,0,0,0,0,134.8,317.6
stand,9,10,10,931,9,9,11,223,9,9,9,7,103.8,267.6
stand,16,17,17,936,17,17,17,17,16,16,16,17,93.3,265.4
stand,17,17,17,905,17,17,17,711,18,17,17,458,185.7,319.6
stand,0,0,0,853,0,0,0,870,0,0,0,321,170.3,335.7
stand,9,9,9,855,6,9,9,900,6,9,9,613,203.6,359.3
stand,16,17,16,890,16,16,16,914,17,16,17,401,196.0,347.7
stand,16,17,17,897,17,16,17,891,16,17,17,16,162.8,341.5
stand,0,0,0,933,0,0,0,0,0,0,0,0,77.8,269.3
stand,8,9,9,907,8,8,8,6,6,8,8,9,82.8,259.5
stand,15,16,16,810,16,15,16,15,16,16,16,15,81.8,229.3
stand,16,16,16,759,16,16,16,15,16,16,16,16,77.8,214.5
stand,0,0,0,486,0,0,0,609,0,0,0,849,162.0,303.5
stand,8,8,9,6,6,8,8,877,7,4,8,819,147.3,327.5
stand,15,16,16,16,15,16,16,699,15,16,15,930,148.8,314.8
stand,16,16,16,16,16,16,16,896,16,16,16,919,164.6,347.1
stand,0,0,0,0,0,0,0,866,0,0,0,944,150.8,352.7
stand,8,9,9,6,6,8,8,917,6,8,9,934,160.7,357.3
stand,16,16,16,15,16,16,16,874,16,16,16,948,165.1,348.8
stand,16,16,16,16,16,16,16,898,16,16,16,936,166.2,350.8
stand,0,0,0,0,0,0,0,902,0,0,0,945,153.9,359.6
stand,8,9,10,6,5,8,9,909,6,8,9,945,161.0,357.9
stand,16,15,16,16,16,16,16,916,16,15,16,946,168.3,356.3
stand,16,16,17,16,16,15,16,913,16,16,15,947,168.3,355.9
stand,0,0,0,0,0,0,0,902,0,0,0,944,153.8,359.4
stand,9,8,9,6,6,8,8,912,6,9,8,947,161.3,358.9
stand,15,16,16,16,16,15,16,919,16,15,16,947,168.6,357.1
stand,16,16,16,16,16,16,16,918,15,15,16,947,168.6,356.9
stand,0,0,0,0,0,0,0,906,0,0,0,945,154.3,360.3
stand,8,9,8,6,6,8,8,896,6,4,8,946,159.4,355.9
stand,16,16,16,16,16,16,16,893,15,16,16,945,166.4,351.7
stand,16,16,16,16,16,16,16,697,15,16,15,937,149.3,316.0
stand,0,0,0,0,0,0,0,566,0,0,0,920,123.8,298.9
stand,9,9,9,6,5,8,8,9,6,5,9,869,79.3,248.7
stand,13,13,13,13,13,12,13,13,13,12,12,882,85.2,250.9
stand,12,13,13,13,13,13,13,713,13,13,13,872,142.8,305.3
stand,0,0,0,0,0,0,730,233,0,0,0,597,130.0,259.5
stand,7,7,4,3,7,6,817,5,6,6,609,26,125.3,278.2
stand,12,13,13,12,12,12,818,13,12,12,658,58,137.1,283.1
stand,13,13,12,13,13,13,872,13,12,13,800,13,150.0,320.8
stand,0,0,0,0,0,0,872,0,0,0,829,0,141.8,331.2
stand,6,7,4,3,6,6,876,4,6,7,849,5,148.3,333.7
stand,12,13,12,13,11,13,883,12,13,13,902,13,159.2,342.6
stand,13,13,13,13,13,13,906,12,13,13,907,13,161.8,347.8
stand,0,0,0,0,0,0,888,0,0,0,879,0,147.3,343.9
stand,7,7,5,4,6,7,890,5,6,7,860,5,150.8,338.4
stand,12,12,12,13,12,12,916,12,12,12,891,12,160.7,347.0
stand,13,13,13,13,13,13,924,12,12,13,907,13,163.3,351.4
stand,0,0,0,0,0,0,919,0,0,0,905,0,152.0,355.0
stand,6,8,5,4,6,7,909,4,6,6,893,5,154.9,348.5
stand,12,12,12,12,12,12,914,12,12,12,898,12,161.0,348.0
stand,13,13,13,12,13,12,922,13,12,13,907,13,163.0,351.0
stand,0,0,0,0,0,0,918,0,0,0,906,0,152.0,355.0
stand,6,7,5,4,6,6,916,5,6,6,903,5,156.3,351.9
stand,12,12,12,13,13,12,919,12,12,12,913,12,162.8,351.8
stand,12,13,13,13,13,13,911,13,13,12,917,13,163.0,350.8
stand,0,0,0,0,0,0,818,0,0,0,901,0,143.3,335.0
stand,6,7,5,4,6,7,834,4,6,6,869,5,146.6,329.4
stand,12,12,12,13,12,12,832,12,12,13,832,12,148.8,319.1
stand,12,13,12,13,13,13,850,13,13,13,750,13,144.0,307.2
stand,0,0,0,0,0,0,843,0,0,0,755,0,133.2,311.6
stand,6,6,5,5,6,626,388,4,6,348,658,5,171.9,259.7
stand,12,12,12,12,13,790,12,12,12,553,402,12,154.5,270.8
stand,12,13,13,13,12,840,13,13,12,812,13,12,148.2,316.7
stand,0,0,0,0,0,847,0,0,0,888,0,0,144.6,337.8
stand,6,7,5,4,6,871,5,5,5,894,7,5,151.7,341.4
stand,12,12,12,12,12,854,12,12,12,923,13,12,158.2,341.5
stand,12,12,13,13,13,900,12,13,12,915,12,13,161.7,348.4
stand,0,0,0,0,0,889,0,0,0,920,0,0,150.8,352.1
stand,6,7,5,4,6,896,6,5,6,921,7,5,156.2,351.5
stand,12,13,12,12,12,886,13,11,12,924,12,13,161.0,347.6
stand,12,13,12,13,12,879,13,13,13,925,13,13,160.9,346.3
stand,0,0,0,0,0,884,0,0,0,922,0,0,150.5,351.6
stand,7,7,5,5,6,887,5,5,6,923,7,5,155.7,350.1
stand,12,13,13,12,12,893,13,12,12,922,13,12,161.6,348.5
stand,13,13,13,13,13,892,13,13,13,922,13,13,162.0,348.0
stand,0,0,0,0,0,887,0,0,0,923,0,0,150.8,352.4
stand,6,6,7,4,3,887,7,5,5,924,7,5,155.5,350.4
stand,12,12,12,13,13,890,13,12,12,924,12,12,161.4,348.3
stand,12,12,13,13,13,888,13,13,12,924,13,13,161.6,347.8
stand,0,0,0,0,0,888,0,0,0,922,0,0,150.8,352.3
stand,6,6,8,5,3,889,7,5,5,925,6,5,155.8,351.0
stand,12,12,13,12,12,886,12,12,12,926,12,13,161.2,348.0
stand,12,12,13,12,12,881,13,13,12,928,13,13,161.2,347.4
stand,0,0,0,0,0,869,0,0,0,928,0,0,149.8,350.0
stand,6,6,8,5,191,797,9,4,3,927,6,5,163.9,331.5
stand,12,12,13,12,173,666,13,12,13,929,12,12,156.6,308.0
stand,13,12,12,12,12,602,12,13,12,898,215,12,152.1,292.1
stand,0,0,0,0,0,738,0,0,0,878,294,0,159.2,315.9
stand,6,6,8,5,18,616,7,5,4,916,6,5,133.5,302.3
stand,12,12,12,12,650,31,12,12,12,909,13,12,141.6,303.1
stand,12,12,12,12,778,13,12,13,576,883,13,13,195.8,338.2
stand,0,0,0,0,577,0,0,0,922,848,0,0,195.6,362.2
stand,6,7,5,4,496,7,5,4,925,897,5,4,197.1,361.9
stand,12,12,13,13,12,12,12,12,943,886,13,12,162.7,351.4
stand,13,13,13,13,12,12,13,13,947,890,13,12,163.7,352.8
stand,0,0,0,0,476,0,0,0,945,889,0,0,192.5,365.0
stand,6,6,5,5,522,351,5,5,917,876,5,4,225.6,355.9
stand,13,12,12,12,12,664,12,12,914,822,13,12,209.2,360.3
stand,13,12,12,12,13,12,12,13,928,904,13,12,163.0,351.8
stand,0,0,0,0,0,0,0,0,945,891,0,0,153.0,357.5
stand,4,4,6,6,8,5,3,6,944,902,4,6,158.2,357.4
stand,12,12,12,12,12,12,13,12,945,901,12,12,163.9,354.7
stand,12,12,12,12,13,12,12,13,945,902,13,13,164.3,354.8
stand,0,0,0,0,0,0,0,0,944,900,0,0,153.7,359.0
stand,6,6,5,5,6,6,6,4,944,901,6,4,158.3,357.1
stand,12,12,12,12,13,12,12,12,933,911,13,12,163.8,354.2
stand,12,12,12,14,12,12,12,13,940,895,13,12,163.3,352.4
stand,0,0,0,0,0,0,0,0,938,896,0,0,152.8,357.1
stand,6,7,7,5,4,6,6,8,923,880,6,8,155.5,348.6
stand,12,13,12,12,12,12,12,12,912,840,12,12,156.1,336.6
stand,12,13,12,12,12,12,12,12,923,859,13,12,158.7,342.3
stand,0,0,0,0,0,0,0,0,933,879,0,0,151.0,352.8
stand,6,6,7,4,4,6,6,8,921,866,7,8,154.1,345.6
stand,13,12,12,12,13,12,13,12,920,860,12,12,158.6,341.9
stand,12,12,12,13,13,13,12,12,921,862,13,12,158.9,342.4
stand,0,0,0,0,0,0,0,0,911,850,0,0,146.8,343.0
stand,6,7,7,5,3,6,6,7,897,862,7,8,151.8,340.0
stand,12,12,12,12,12,12,12,12,859,791,13,13,147.7,316.7
stand,12,12,12,13,12,12,12,13,882,838,12,13,153.6,330.1
stand,0,0,0,0,0,0,0,0,873,873,0,0,145.5,339.8
stand,6,7,8,5,638,6,6,5,820,813,6,5,193.8,342.5
stand,12,12,12,12,894,769,12,12,557,509,13,12,235.5,343.2
stand,13,12,12,12,865,886,12,12,12,12,12,12,156.0,336.1
stand,0,0,0,0,903,889,0,0,0,0,0,0,149.3,348.8
stand,6,6,5,4,924,906,5,5,7,6,6,5,157.1,354.0
stand,12,12,12,12,933,841,12,12,12,12,12,12,157.8,341.2
stand,13,12,12,13,926,828,13,13,71,12,13,12,161.5,335.3
stand,0,0,0,0,928,882,0,0,0,0,0,0,150.8,352.4
stand,6,6,5,4,931,890,5,4,6,6,6,5,156.2,352.5
stand,12,12,12,12,929,878,12,12,12,12,12,13,160.7,347.1
stand,12,12,12,12,931,877,12,12,12,13,12,12,160.8,347.4
stand,0,0,0,0,932,882,0,0,0,0,0,0,151.2,353.2
stand,7,6,5,5,931,881,5,5,6,6,6,5,155.7,350.6
stand,12,12,13,12,931,882,12,12,12,13,12,12,161.3,348.3
stand,12,13,12,12,933,884,12,12,12,12,12,12,161.5,349.1
stand,0,0,0,0,931,881,0,0,0,0,0,0,151.0,352.8
stand,6,6,7,5,930,890,8,5,3,6,6,9,156.8,351.9
stand,13,12,13,12,914,899,12,12,13,12,12,12,161.3,348.1
stand,13,12,12,12,929,759,12,12,13,12,12,12,150.8,325.8
stand,0,0,0,0,925,773,0,0,0,0,0,0,141.5,332.1
stand,6,6,7,5,937,863,7,5,3,6,6,7,154.8,348.4
stand,12,12,12,13,924,892,12,12,12,12,12,13,161.5,348.8
stand,13,12,12,12,928,891,13,13,12,12,12,13,161.9,349.3
stand,0,0,0,0,921,898,0,0,0,0,0,0,151.6,354.1
stand,6,6,7,4,883,866,7,5,4,6,6,7,150.6,338.2
stand,12,12,12,12,803,720,12,12,13,12,12,12,137.0,292.2
stand,12,12,12,12,856,788,13,13,13,12,12,13,147.3,315.5
stand,0,0,0,0,899,876,0,0,0,0,0,0,147.9,345.5
stand,779,304,5,4,539,689,5,4,6,6,7,5,196.1,302.0
stand,809,13,12,12,711,691,12,12,12,12,12,12,193.3,328.9
stand,898,706,12,13,12,12,13,12,12,12,12,12,143.8,310.1
stand,887,831,0,0,0,0,0,0,0,0,0,0,143.2,334.6
stand,899,804,5,3,6,7,8,4,3,6,7,7,146.6,329.9
stand,914,828,12,12,12,12,12,12,12,12,12,12,155.2,334.9
stand,905,818,12,12,12,12,12,12,12,12,12,13,153.7,331.1
stand,930,836,0,0,0,0,0,0,0,0,0,0,147.2,344.3
stand,914,720,5,3,6,6,7,4,3,6,6,8,140.7,318.6
stand,886,719,12,12,12,13,12,12,12,12,12,12,143.8,309.7
stand,931,805,12,12,12,12,12,12,12,12,12,12,154.7,334.3
stand,927,867,0,0,0,0,0,0,0,0,0,0,149.5,349.4
stand,934,861,4,3,6,6,7,4,3,6,6,7,153.9,347.7
stand,924,792,12,12,12,12,12,12,12,12,12,12,153.0,330.5
stand,922,794,12,12,12,12,12,12,12,12,12,13,153.1,330.4
stand,931,835,0,0,0,0,0,0,0,0,0,0,147.2,344.3
stand,931,855,5,3,6,6,7,4,3,5,6,6,153.1,346.0
stand,930,845,12,12,12,12,12,12,12,12,12,12,157.9,341.3
stand,932,856,12,12,12,12,12,12,12,12,13,12,159.1,343.7
stand,925,863,0,0,0,0,0,0,0,0,0,0,149.0,348.2
stand,920,881,4,6,6,6,4,4,6,6,6,4,154.4,348.6
stand,914,867,12,13,12,12,12,12,12,12,12,12,158.5,342.1
stand,937,696,12,12,12,12,13,12,12,12,13,12,146.3,317.3
stand,894,788,0,0,0,0,0,0,0,0,0,0,140.2,328.1
stand,682,838,4,6,6,6,5,4,6,6,7,5,131.3,295.6
stand,12,902,559,12,12,12,12,12,12,12,11,11,131.6,289.2
stand,12,872,913,12,12,13,12,13,12,12,12,12,158.9,342.8
stand,0,875,923,0,0,0,0,0,0,0,0,0,149.8,350.1
stand,6,915,865,6,7,6,5,4,6,6,6,5,153.1,344.4
stand,12,900,904,12,12,12,12,11,12,12,12,12,160.3,346.5
stand,12,902,907,13,12,12,12,12,12,12,12,12,160.8,347.4
stand,0,902,910,0,0,0,0,0,0,0,0,0,151.0,352.7
stand,6,904,910,6,6,6,5,4,6,7,6,5,155.9,350.8
stand,12,905,913,13,12,12,12,12,12,12,12,11,161.5,349.2
stand,12,906,914,12,12,12,12,12,13,12,12,12,161.8,349.5
stand,0,905,911,0,0,0,0,0,0,0,0,0,151.3,353.4
stand,6,906,913,6,6,6,5,4,6,6,6,4,156.2,351.9
stand,11,907,915,12,12,12,12,12,12,12,12,13,161.8,349.9
stand,11,908,915,12,12,12,12,12,11,12,12,12,161.8,350.2
stand,0,906,913,0,0,0,0,0,0,0,0,0,151.6,354.0
stand,6,907,914,6,6,7,4,4,6,6,6,5,156.4,352.2
stand,12,907,915,12,12,12,12,12,12,12,13,12,161.9,349.9
stand,12,905,917,13,12,12,12,12,12,12,12,12,161.9,349.9
stand,0,909,908,0,0,0,0,0,0,0,0,0,151.4,353.6
stand,6,911,813,6,6,6,5,4,6,6,6,4,148.3,334.0
stand,12,906,777,12,12,12,12,11,12,12,12,12,150.2,324.1
stand,12,854,862,12,12,12,13,12,12,12,12,12,153.1,329.3
stand,0,554,898,0,0,0,0,0,0,0,0,0,121.0,292.0
stand,6,91,904,675,6,7,4,4,6,6,7,4,143.3,306.7
stand,12,11,871,931,13,13,12,12,11,12,12,12,160.2,346.3
stand,12,12,742,956,12,12,12,12,12,12,12,12,151.5,329.0
stand,0,0,879,899,0,0,0,0,0,0,0,0,148.2,346.1
stand,6,6,823,937,6,6,7,5,3,6,7,8,151.7,341.1
stand,12,12,854,946,12,12,12,12,12,12,13,12,160.1,346.2
stand,12,12,883,943,12,12,12,13,12,12,12,12,162.3,350.9
stand,0,0,885,938,0,0,0,0,0,0,0,0,151.9,355.0
stand,6,6,859,938,6,6,7,5,3,6,7,8,154.8,347.8
stand,13,12,848,937,13,12,12,12,12,12,12,11,158.8,343.2
stand,12,11,865,942,12,12,12,12,12,12,12,12,160.5,347.4
stand,0,0,879,941,0,0,0,0,0,0,0,0,151.7,354.5
stand,5,6,885,943,6,6,7,4,3,6,6,7,157.0,353.8
stand,12,12,884,943,13,12,13,12,12,12,13,12,162.5,351.0
stand,12,12,870,942,12,12,12,12,12,13,12,12,161.1,348.3
stand,0,0,869,942,0,0,0,0,0,0,0,0,150.9,352.8
stand,6,6,883,947,6,6,7,4,4,6,6,7,157.3,354.2
stand,11,12,869,949,12,12,12,12,11,12,12,12,161.3,349.7
stand,12,12,866,945,13,12,12,12,12,13,12,12,161.1,348.1
stand,0,0,807,937,0,0,0,0,0,0,0,0,145.3,340.6
stand,6,6,288,922,7,6,397,206,6,6,7,4,155.1,277.1
stand,12,12,313,875,12,12,761,616,12,12,12,12,221.8,334.8
stand,12,12,12,615,12,12,821,816,12,12,12,12,196.7,337.8
stand,0,0,0,17,0,0,818,922,0,0,0,0,146.4,338.7
stand,6,6,5,17,6,6,572,929,6,6,7,4,130.8,299.3
stand,11,12,12,13,12,11,748,937,12,12,12,12,150.3,325.8
stand,12,12,12,13,11,12,807,936,12,12,12,12,155.3,335.7
stand,0,0,0,0,0,0,839,942,0,0,0,0,148.4,347.3
stand,5,7,4,4,6,6,863,939,6,6,6,5,154.8,349.0
stand,12,13,12,12,12,12,866,942,12,13,11,12,160.8,347.5
stand,12,12,12,12,12,12,869,944,12,12,12,12,161.1,348.6
stand,0,0,0,0,0,0,873,942,0,0,0,0,151.3,353.6
stand,6,6,5,4,6,6,851,944,6,6,7,5,154.3,347.7
stand,12,12,12,12,12,12,836,942,12,12,12,12,158.2,342.1
stand,12,11,12,12,12,12,814,942,12,12,12,12,156.3,338.2
stand,0,0,0,0,0,0,854,940,0,0,0,0,149.5,349.6
stand,6,6,4,4,6,6,873,939,6,6,6,5,155.6,350.8
stand,12,11,12,12,12,12,876,943,12,12,12,12,161.5,349.7
stand,12,12,12,12,12,12,874,941,12,12,12,12,161.3,348.9
stand,0,0,0,0,0,0,879,941,0,0,0,0,151.7,354.5
stand,6,6,5,4,6,6,869,940,6,6,6,5,155.4,350.2
stand,12,11,12,12,12,13,725,921,12,12,12,12,147.2,318.4
stand,12,12,12,12,12,12,750,786,12,12,12,13,138.1,294.3
stand,0,0,0,0,0,0,852,891,0,0,285,0,169.0,338.2
stand,6,6,7,4,3,6,735,908,3,7,450,408,211.9,329.6
stand,13,12,12,12,11,13,12,647,12,12,680,805,186.8,317.9
stand,12,12,12,12,12,12,11,12,12,12,496,928,128.6,287.7
stand,0,0,0,0,0,0,0,0,0,0,560,936,124.7,302.0
stand,6,6,5,4,6,6,6,5,5,6,400,945,116.7,284.4
stand,12,12,12,12,12,12,12,12,12,12,519,928,130.6,290.4
stand,12,12,12,12,12,12,12,12,12,12,680,939,144.9,315.3
stand,0,0,0,0,0,0,0,0,0,0,655,946,133.4,317.7
stand,6,6,5,4,6,6,6,5,4,6,741,930,143.8,325.6
stand,12,12,12,12,12,13,12,12,11,13,703,932,146.3,317.3
stand,12,12,12,13,12,12,12,12,12,12,761,926,150.7,325.5
stand,0,0,0,0,0,0,0,0,0,0,706,825,127.6,299.0
stand,6,6,7,4,4,6,6,7,4,4,677,837,130.7,294.5
stand,12,12,12,12,11,12,12,12,12,12,735,910,147.0,317.7
stand,12,12,12,12,13,12,12,12,12,12,736,907,147.0,317.2
stand,0,0,0,0,0,0,0,0,0,0,691,878,130.8,308.0
stand,6,6,7,4,4,6,6,7,5,4,714,895,138.7,313.4
stand,12,12,12,12,12,12,12,12,12,12,761,920,150.1,324.3
stand,12,13,12,12,12,12,12,12,12,12,721,911,146.1,315.5
stand,0,0,0,0,0,0,0,0,0,0,511,908,118.3,288.9
stand,6,7,7,5,4,6,6,7,4,5,147,922,93.8,264.0
stand,12,12,12,12,11,12,12,12,12,12,12,899,85.8,256.1
stand,11,13,12,12,12,11,13,12,12,12,11,799,77.5,227.2
stand,0,0,0,0,0,0,0,0,0,0,380,330,59.2,138.6
stand,5,6,5,4,6,6,6,5,4,5,804,7,71.9,230.5
stand,12,11,12,12,12,12,12,12,12,12,838,12,80.8,238.5
stand,12,12,12,11,12,12,12,12,12,718,787,12,135.3,288.7
stand,0,0,0,0,0,0,0,0,0,851,742,0,132.8,310.9
stand,6,6,4,4,5,6,6,4,4,923,614,5,132.3,304.4
stand,11,12,12,12,12,12,12,13,12,847,899,12,155.5,335.3
stand,11,12,12,13,12,12,12,13,11,885,687,12,141.0,304.2
stand,0,0,0,0,0,0,0,0,0,893,704,0,133.1,313.4
stand,6,6,5,5,6,6,7,5,4,906,826,5,148.9,335.4
stand,12,13,12,12,11,12,12,12,12,867,721,12,142.3,306.0
stand,12,12,12,11,12,12,12,12,12,841,485,12,120.4,264.6
stand,0,0,0,0,0,0,0,0,0,883,737,0,135.0,316.8
stand,6,6,5,4,6,6,6,4,4,888,755,5,141.3,319.0
stand,12,12,12,12,11,12,12,12,12,849,498,12,122.2,268.2
stand,12,12,12,12,12,12,12,12,12,848,513,12,123.4,269.8
stand,0,0,0,0,0,0,0,0,0,866,674,0,128.3,302.5
stand,6,6,4,4,5,6,6,5,4,863,603,4,126.3,288.7
stand,12,12,12,12,12,12,12,11,12,868,589,13,131.4,285.2
stand,11,12,12,13,12,12,12,13,12,861,620,12,133.5,288.1
stand,0,0,0,0,0,0,0,0,0,542,764,0,108.8,258.5
stand,6,6,6,4,5,6,6,7,4,479,704,7,103.3,233.0
stand,12,11,13,12,12,11,12,12,12,331,669,12,93.3,203.2
stand,12,12,12,12,12,12,13,12,12,749,509,12,114.9,245.5
stand,0,0,0,0,0,0,0,0,0,906,0,0,75.5,261.5
stand,6,6,5,4,6,6,6,5,802,883,6,4,144.9,326.3
stand,11,12,12,12,12,12,12,12,892,864,12,12,156.3,337.2
stand,11,12,13,12,12,11,13,12,940,844,12,12,158.7,343.2
stand,0,0,0,0,0,0,0,0,909,901,0,0,150.8,352.3
stand,6,6,5,4,6,7,6,5,920,809,6,5,148.8,335.2
stand,12,12,13,12,12,12,13,12,913,842,12,12,156.4,337.2
stand,12,12,12,12,12,13,12,12,907,820,12,12,154.0,331.9
stand,0,0,0,0,0,0,0,0,799,707,0,0,125.5,293.8
stand,5,6,5,4,6,6,6,4,822,727,6,5,133.5,300.1
stand,12,12,12,12,12,12,12,11,897,814,12,11,152.4,328.9
stand,12,12,12,12,13,12,12,12,895,813,12,12,152.4,328.2
stand,0,0,0,0,0,0,0,0,852,744,0,0,133.0,311.5
